cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,concrete_compressive_strength
316.1,210.7,0,185.7,0,977,689.3,28,5.756058619,5.350435321,0,5.224132468,0,6.884486652,6.53567659,3.33220451,38.7
135.7,203.5,0,185.7,0,1076.2,759.3,7,4.910446567,5.315666005,0,5.224132468,0,6.981191597,6.632396956,1.945910149,7.51
238.1,0,0,185.7,0,1118.8,789.3,28,5.472690753,0,0,5.224132468,0,7.020011961,6.671146477,3.33220451,17.58
339.2,0,0,185.7,0,1069.2,754.3,7,5.826589904,0,0,5.224132468,0,6.974665984,6.625790167,1.945910149,21.18
135.7,203.5,0,185.7,0,1076.2,759.3,28,4.910446567,5.315666005,0,5.224132468,0,6.981191597,6.632396956,3.33220451,18.2
193.5,290.2,0,185.7,0,998.2,704.3,7,5.265277512,5.67057034,0,5.224132468,0,6.905953657,6.557204402,1.945910149,17.2
203.5,135.7,0,185.7,0,1076.2,759.3,28,5.315666005,4.910446567,0,5.224132468,0,6.981191597,6.632396956,3.33220451,22.63
290.2,193.5,0,185.7,0,998.2,704.3,7,5.67057034,5.265277512,0,5.224132468,0,6.905953657,6.557204402,1.945910149,21.86
181.9,272.8,0,185.7,0,1012.4,714.3,7,5.203457086,5.608738926,0,5.224132468,0,6.920079029,6.571303042,1.945910149,12.37
170.3,155.5,0,185.7,0,1026.6,724.3,28,5.137561588,5.046645732,0,5.224132468,0,6.93400765,6.585205671,3.33220451,25.73
210.7,316.1,0,185.7,0,977,689.3,28,5.350435321,5.756058619,0,5.224132468,0,6.884486652,6.53567659,3.33220451,37.81
228,342.1,0,185.7,0,955.8,674.3,7,5.429345629,5.835103092,0,5.224132468,0,6.862548686,6.513675116,1.945910149,21.92
290.2,193.5,0,185.7,0,998.2,704.3,28,5.67057034,5.265277512,0,5.224132468,0,6.905953657,6.557204402,3.33220451,33.04
381.4,0,0,185.7,0,1104.6,784.3,7,5.943848693,0,0,5.224132468,0,7.007238557,6.6647916,1.945910149,14.54
238.2,158.8,0,185.7,0,1040.6,734.3,28,5.473110657,5.067645549,0,5.224132468,0,6.947552749,6.598917664,3.33220451,26.91
186.2,124.1,0,185.7,0,1083.4,764.3,7,5.226821365,4.821087692,0,5.224132468,0,6.987859523,6.638960382,1.945910149,8
339.2,0,0,185.7,0,1069.2,754.3,28,5.826589904,0,0,5.224132468,0,6.974665984,6.625790167,3.33220451,31.9
238.1,0,0,185.7,0,1118.8,789.3,7,5.472690753,0,0,5.224132468,0,7.020011961,6.671146477,1.945910149,10.34
252.5,0,0,185.7,0,1111.6,784.3,28,5.531411249,0,0,5.224132468,0,7.013555698,6.6647916,3.33220451,19.77
382.5,0,0,185.7,0,1047.8,739.3,28,5.946728653,0,0,5.224132468,0,6.954448007,6.605703793,3.33220451,37.44
252.5,0,0,185.7,0,1111.6,784.3,7,5.531411249,0,0,5.224132468,0,7.013555698,6.6647916,1.945910149,11.48
316.1,210.7,0,185.7,0,977,689.3,7,5.756058619,5.350435321,0,5.224132468,0,6.884486652,6.53567659,1.945910149,24.44
186.2,124.1,0,185.7,0,1083.4,764.3,28,5.226821365,4.821087692,0,5.224132468,0,6.987859523,6.638960382,3.33220451,17.6
170.3,155.5,0,185.7,0,1026.6,724.3,7,5.137561588,5.046645732,0,5.224132468,0,6.93400765,6.585205671,1.945910149,10.73
272.8,181.9,0,185.7,0,1012.4,714.3,28,5.608738926,5.203457086,0,5.224132468,0,6.920079029,6.571303042,3.33220451,31.38
339,0,0,197,0,968,781,3,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,1.098612289,13.22
339,0,0,197,0,968,781,7,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,1.945910149,20.97
339,0,0,197,0,968,781,14,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,2.63905733,27.04
339,0,0,197,0,968,781,28,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,3.33220451,32.04
339,0,0,197,0,968,781,90,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,4.49980967,35.17
339,0,0,197,0,968,781,180,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.192956851,36.45
339,0,0,197,0,968,781,365,5.826000107,0,0,5.283203729,0,6.875232087,6.66057515,5.899897354,38.89
236,0,0,194,0,968,885,3,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,1.098612289,6.47
236,0,0,194,0,968,885,14,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,2.63905733,12.84
236,0,0,194,0,968,885,28,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,3.33220451,18.42
236,0,0,194,0,968,885,90,5.463831805,0,0,5.267858159,0,6.875232087,6.785587645,4.49980967,21.95
236,0,0,193,0,968,885,180,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.192956851,24.1
236,0,0,193,0,968,885,365,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,5.899897354,25.08
277,0,0,191,0,968,856,14,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,2.63905733,21.26
277,0,0,191,0,968,856,28,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,3.33220451,25.97
277,0,0,191,0,968,856,3,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,1.098612289,11.36
277,0,0,191,0,968,856,90,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,4.49980967,31.25
277,0,0,191,0,968,856,180,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.192956851,32.33
277,0,0,191,0,968,856,360,5.624017506,0,0,5.252273428,0,6.875232087,6.752270376,5.886104031,33.7
254,0,0,198,0,968,863,3,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,1.098612289,9.31
254,0,0,198,0,968,863,90,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,4.49980967,26.94
254,0,0,198,0,968,863,180,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.192956851,27.63
254,0,0,198,0,968,863,365,5.537334267,0,0,5.288267031,0,6.875232087,6.760414691,5.899897354,29.79
307,0,0,193,0,968,812,180,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,5.192956851,34.49
307,0,0,193,0,968,812,365,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,5.899897354,36.15
307,0,0,193,0,968,812,3,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,1.098612289,12.54
307,0,0,193,0,968,812,28,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,3.33220451,27.53
307,0,0,193,0,968,812,90,5.726847748,0,0,5.262690189,0,6.875232087,6.69950034,4.49980967,32.92
236,0,0,193,0,968,885,7,5.463831805,0,0,5.262690189,0,6.875232087,6.785587645,1.945910149,9.99
200,0,0,180,0,1125,845,7,5.298317367,0,0,5.192956851,0,7.025538315,6.739336627,1.945910149,7.84
200,0,0,180,0,1125,845,28,5.298317367,0,0,5.192956851,0,7.025538315,6.739336627,3.33220451,12.25
225,0,0,181,0,1113,833,7,5.416100402,0,0,5.198497031,0,7.014814351,6.725033642,1.945910149,11.17
225,0,0,181,0,1113,833,28,5.416100402,0,0,5.198497031,0,7.014814351,6.725033642,3.33220451,17.34
325,0,0,184,0,1063,783,7,5.783825182,0,0,5.214935758,0,6.968850378,6.663132696,1.945910149,17.54
325,0,0,184,0,1063,783,28,5.783825182,0,0,5.214935758,0,6.968850378,6.663132696,3.33220451,30.57
275,0,0,183,0,1088,808,7,5.616771098,0,0,5.209486153,0,6.992096427,6.694562059,1.945910149,14.2
275,0,0,183,0,1088,808,28,5.616771098,0,0,5.209486153,0,6.992096427,6.694562059,3.33220451,24.5
300,0,0,184,0,1075,795,7,5.703782475,0,0,5.214935758,0,6.980075941,6.678342115,1.945910149,15.58
300,0,0,184,0,1075,795,28,5.703782475,0,0,5.214935758,0,6.980075941,6.678342115,3.33220451,26.85
375,0,0,186,0,1038,758,7,5.926926026,0,0,5.225746674,0,6.945051064,6.630683386,1.945910149,26.06
375,0,0,186,0,1038,758,28,5.926926026,0,0,5.225746674,0,6.945051064,6.630683386,3.33220451,38.21
400,0,0,187,0,1025,745,28,5.991464547,0,0,5.231108617,0,6.932447892,6.613384218,3.33220451,43.7
400,0,0,187,0,1025,745,7,5.991464547,0,0,5.231108617,0,6.932447892,6.613384218,1.945910149,30.14
250,0,0,182,0,1100,820,7,5.521460918,0,0,5.204006687,0,7.003065459,6.70930434,1.945910149,12.73
250,0,0,182,0,1100,820,28,5.521460918,0,0,5.204006687,0,7.003065459,6.70930434,3.33220451,20.87
350,0,0,186,0,1050,770,7,5.857933154,0,0,5.225746674,0,6.956545443,6.646390515,1.945910149,20.28
350,0,0,186,0,1050,770,28,5.857933154,0,0,5.225746674,0,6.956545443,6.646390515,3.33220451,34.29
203.5,305.3,0,203.5,0,963.4,630,7,5.315666005,5.7212949,0,5.315666005,0,6.870468694,6.445719819,1.945910149,19.54
250.2,166.8,0,203.5,0,977.6,694.1,90,5.522260598,5.11679549,0,5.315666005,0,6.885100588,6.542616042,4.49980967,47.71
157,236,0,192,0,935.4,781.2,90,5.056245805,5.463831805,0,5.257495372,0,6.840974245,6.660831199,4.49980967,43.38
141.3,212,0,203.5,0,971.8,748.5,28,4.95088529,5.356586275,0,5.315666005,0,6.879150022,6.618071204,3.33220451,29.89
166.8,250.2,0,203.5,0,975.6,692.6,3,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,1.098612289,6.9
122.6,183.9,0,203.5,0,958.2,800.1,90,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,4.49980967,33.19
183.9,122.6,0,203.5,0,959.2,800,3,5.214392132,4.808927024,0,5.315666005,0,6.866099604,6.684611728,1.098612289,4.9
102,153,0,192,0,887,942,3,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,1.098612289,4.57
102,153,0,192,0,887,942,90,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,4.49980967,25.46
122.6,183.9,0,203.5,0,958.2,800.1,28,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,3.33220451,24.29
166.8,250.2,0,203.5,0,975.6,692.6,28,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,3.33220451,33.95
200,133,0,192,0,965.4,806.2,3,5.298317367,4.890349128,0,5.257495372,0,6.872542523,6.692331851,1.098612289,11.41
108.3,162.4,0,203.5,0,938.2,849,28,4.684905154,5.090062428,0,5.315666005,0,6.843963146,6.744059186,3.33220451,20.59
305.3,203.5,0,203.5,0,965.4,631,7,5.7212949,5.315666005,0,5.315666005,0,6.872542523,6.447305863,1.945910149,25.89
108.3,162.4,0,203.5,0,938.2,849,90,4.684905154,5.090062428,0,5.315666005,0,6.843963146,6.744059186,4.49980967,29.23
116,173,0,192,0,909.8,891.9,90,4.753590191,5.153291594,0,5.257495372,0,6.813224795,6.793354019,4.49980967,31.02
141.3,212,0,203.5,0,971.8,748.5,7,4.95088529,5.356586275,0,5.315666005,0,6.879150022,6.618071204,1.945910149,10.39
157,236,0,192,0,935.4,781.2,28,5.056245805,5.463831805,0,5.257495372,0,6.840974245,6.660831199,3.33220451,33.66
133,200,0,192,0,927.4,839.2,28,4.890349128,5.298317367,0,5.257495372,0,6.832384972,6.732449057,3.33220451,27.87
250.2,166.8,0,203.5,0,977.6,694.1,7,5.522260598,5.11679549,0,5.315666005,0,6.885100588,6.542616042,1.945910149,19.35
173,116,0,192,0,946.8,856.8,7,5.153291594,4.753590191,0,5.257495372,0,6.853087878,6.753204519,1.945910149,11.39
192,288,0,192,0,929.8,716.1,3,5.257495372,5.66296048,0,5.257495372,0,6.834969509,6.573819822,1.098612289,12.79
192,288,0,192,0,929.8,716.1,28,5.257495372,5.66296048,0,5.257495372,0,6.834969509,6.573819822,3.33220451,39.32
153,102,0,192,0,888,943.1,3,5.030437921,4.624972813,0,5.257495372,0,6.788971743,6.849172322,1.098612289,4.78
288,192,0,192,0,932,717.8,3,5.66296048,5.257495372,0,5.257495372,0,6.837332815,6.576190979,1.098612289,16.11
305.3,203.5,0,203.5,0,965.4,631,28,5.7212949,5.315666005,0,5.315666005,0,6.872542523,6.447305863,3.33220451,43.38
236,157,0,192,0,972.6,749.1,7,5.463831805,5.056245805,0,5.257495372,0,6.879972898,6.618872486,1.945910149,20.42
173,116,0,192,0,946.8,856.8,3,5.153291594,4.753590191,0,5.257495372,0,6.853087878,6.753204519,1.098612289,6.94
212,141.3,0,203.5,0,973.4,750,7,5.356586275,4.95088529,0,5.315666005,0,6.880795097,6.620073207,1.945910149,15.03
236,157,0,192,0,972.6,749.1,3,5.463831805,5.056245805,0,5.257495372,0,6.879972898,6.618872486,1.098612289,13.57
183.9,122.6,0,203.5,0,959.2,800,90,5.214392132,4.808927024,0,5.315666005,0,6.866099604,6.684611728,4.49980967,32.53
166.8,250.2,0,203.5,0,975.6,692.6,7,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,1.945910149,15.75
102,153,0,192,0,887,942,7,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,1.945910149,7.68
288,192,0,192,0,932,717.8,28,5.66296048,5.257495372,0,5.257495372,0,6.837332815,6.576190979,3.33220451,38.8
212,141.3,0,203.5,0,973.4,750,28,5.356586275,4.95088529,0,5.315666005,0,6.880795097,6.620073207,3.33220451,33
102,153,0,192,0,887,942,28,4.624972813,5.030437921,0,5.257495372,0,6.787844982,6.848005275,3.33220451,17.28
173,116,0,192,0,946.8,856.8,28,5.153291594,4.753590191,0,5.257495372,0,6.853087878,6.753204519,3.33220451,24.28
183.9,122.6,0,203.5,0,959.2,800,28,5.214392132,4.808927024,0,5.315666005,0,6.866099604,6.684611728,3.33220451,24.05
133,200,0,192,0,927.4,839.2,90,4.890349128,5.298317367,0,5.257495372,0,6.832384972,6.732449057,4.49980967,36.59
192,288,0,192,0,929.8,716.1,90,5.257495372,5.66296048,0,5.257495372,0,6.834969509,6.573819822,4.49980967,50.73
133,200,0,192,0,927.4,839.2,7,4.890349128,5.298317367,0,5.257495372,0,6.832384972,6.732449057,1.945910149,13.66
305.3,203.5,0,203.5,0,965.4,631,3,5.7212949,5.315666005,0,5.315666005,0,6.872542523,6.447305863,1.098612289,14.14
236,157,0,192,0,972.6,749.1,90,5.463831805,5.056245805,0,5.257495372,0,6.879972898,6.618872486,4.49980967,47.78
108.3,162.4,0,203.5,0,938.2,849,3,4.684905154,5.090062428,0,5.315666005,0,6.843963146,6.744059186,1.098612289,2.33
157,236,0,192,0,935.4,781.2,7,5.056245805,5.463831805,0,5.257495372,0,6.840974245,6.660831199,1.945910149,16.89
288,192,0,192,0,932,717.8,7,5.66296048,5.257495372,0,5.257495372,0,6.837332815,6.576190979,1.945910149,23.52
212,141.3,0,203.5,0,973.4,750,3,5.356586275,4.95088529,0,5.315666005,0,6.880795097,6.620073207,1.098612289,6.81
212,141.3,0,203.5,0,973.4,750,90,5.356586275,4.95088529,0,5.315666005,0,6.880795097,6.620073207,4.49980967,39.7
153,102,0,192,0,888,943.1,28,5.030437921,4.624972813,0,5.257495372,0,6.788971743,6.849172322,3.33220451,17.96
236,157,0,192,0,972.6,749.1,28,5.463831805,5.056245805,0,5.257495372,0,6.879972898,6.618872486,3.33220451,32.88
116,173,0,192,0,909.8,891.9,28,4.753590191,5.153291594,0,5.257495372,0,6.813224795,6.793354019,3.33220451,22.35
183.9,122.6,0,203.5,0,959.2,800,7,5.214392132,4.808927024,0,5.315666005,0,6.866099604,6.684611728,1.945910149,10.79
108.3,162.4,0,203.5,0,938.2,849,7,4.684905154,5.090062428,0,5.315666005,0,6.843963146,6.744059186,1.945910149,7.72
203.5,305.3,0,203.5,0,963.4,630,28,5.315666005,5.7212949,0,5.315666005,0,6.870468694,6.445719819,3.33220451,41.68
203.5,305.3,0,203.5,0,963.4,630,3,5.315666005,5.7212949,0,5.315666005,0,6.870468694,6.445719819,1.098612289,9.56
133,200,0,192,0,927.4,839.2,3,4.890349128,5.298317367,0,5.257495372,0,6.832384972,6.732449057,1.098612289,6.88
288,192,0,192,0,932,717.8,90,5.66296048,5.257495372,0,5.257495372,0,6.837332815,6.576190979,4.49980967,50.53
200,133,0,192,0,965.4,806.2,7,5.298317367,4.890349128,0,5.257495372,0,6.872542523,6.692331851,1.945910149,17.17
200,133,0,192,0,965.4,806.2,28,5.298317367,4.890349128,0,5.257495372,0,6.872542523,6.692331851,3.33220451,30.44
250.2,166.8,0,203.5,0,977.6,694.1,3,5.522260598,5.11679549,0,5.315666005,0,6.885100588,6.542616042,1.098612289,9.73
122.6,183.9,0,203.5,0,958.2,800.1,3,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,1.098612289,3.32
153,102,0,192,0,888,943.1,90,5.030437921,4.624972813,0,5.257495372,0,6.788971743,6.849172322,4.49980967,26.32
200,133,0,192,0,965.4,806.2,90,5.298317367,4.890349128,0,5.257495372,0,6.872542523,6.692331851,4.49980967,43.25
116,173,0,192,0,909.8,891.9,3,4.753590191,5.153291594,0,5.257495372,0,6.813224795,6.793354019,1.098612289,6.28
173,116,0,192,0,946.8,856.8,90,5.153291594,4.753590191,0,5.257495372,0,6.853087878,6.753204519,4.49980967,32.1
250.2,166.8,0,203.5,0,977.6,694.1,28,5.522260598,5.11679549,0,5.315666005,0,6.885100588,6.542616042,3.33220451,36.96
305.3,203.5,0,203.5,0,965.4,631,90,5.7212949,5.315666005,0,5.315666005,0,6.872542523,6.447305863,4.49980967,54.6
192,288,0,192,0,929.8,716.1,7,5.257495372,5.66296048,0,5.257495372,0,6.834969509,6.573819822,1.945910149,21.48
157,236,0,192,0,935.4,781.2,3,5.056245805,5.463831805,0,5.257495372,0,6.840974245,6.660831199,1.098612289,9.69
153,102,0,192,0,888,943.1,7,5.030437921,4.624972813,0,5.257495372,0,6.788971743,6.849172322,1.945910149,8.37
141.3,212,0,203.5,0,971.8,748.5,90,4.95088529,5.356586275,0,5.315666005,0,6.879150022,6.618071204,4.49980967,39.66
116,173,0,192,0,909.8,891.9,7,4.753590191,5.153291594,0,5.257495372,0,6.813224795,6.793354019,1.945910149,10.09
141.3,212,0,203.5,0,971.8,748.5,3,4.95088529,5.356586275,0,5.315666005,0,6.879150022,6.618071204,1.098612289,4.83
122.6,183.9,0,203.5,0,958.2,800.1,7,4.808927024,5.214392132,0,5.315666005,0,6.865056524,6.68473672,1.945910149,10.35
166.8,250.2,0,203.5,0,975.6,692.6,90,5.11679549,5.522260598,0,5.315666005,0,6.883052666,6.540452632,4.49980967,43.57
203.5,305.3,0,203.5,0,963.4,630,90,5.315666005,5.7212949,0,5.315666005,0,6.870468694,6.445719819,4.49980967,51.86
310,0,0,192,0,1012,830,3,5.736572297,0,0,5.257495372,0,6.91968385,6.721425701,1.098612289,11.85
310,0,0,192,0,1012,830,7,5.736572297,0,0,5.257495372,0,6.91968385,6.721425701,1.945910149,17.24
310,0,0,192,0,1012,830,28,5.736572297,0,0,5.257495372,0,6.91968385,6.721425701,3.33220451,27.83
310,0,0,192,0,1012,830,90,5.736572297,0,0,5.257495372,0,6.91968385,6.721425701,4.49980967,35.76
310,0,0,192,0,1012,830,120,5.736572297,0,0,5.257495372,0,6.91968385,6.721425701,4.787491743,38.7
331,0,0,192,0,1025,821,3,5.802118375,0,0,5.257495372,0,6.932447892,6.710523109,1.098612289,14.31
331,0,0,192,0,1025,821,7,5.802118375,0,0,5.257495372,0,6.932447892,6.710523109,1.945910149,17.44
331,0,0,192,0,1025,821,28,5.802118375,0,0,5.257495372,0,6.932447892,6.710523109,3.33220451,31.74
331,0,0,192,0,1025,821,90,5.802118375,0,0,5.257495372,0,6.932447892,6.710523109,4.49980967,37.91
331,0,0,192,0,1025,821,120,5.802118375,0,0,5.257495372,0,6.932447892,6.710523109,4.787491743,39.38
349,0,0,192,0,1056,809,3,5.855071922,0,0,5.257495372,0,6.962243464,6.695798917,1.098612289,15.87
349,0,0,192,0,1056,809,7,5.855071922,0,0,5.257495372,0,6.962243464,6.695798917,1.945910149,9.01
349,0,0,192,0,1056,809,28,5.855071922,0,0,5.257495372,0,6.962243464,6.695798917,3.33220451,33.61
349,0,0,192,0,1056,809,90,5.855071922,0,0,5.257495372,0,6.962243464,6.695798917,4.49980967,40.66
349,0,0,192,0,1056,809,120,5.855071922,0,0,5.257495372,0,6.962243464,6.695798917,4.787491743,40.86
238,0,0,186,0,1119,789,7,5.472270674,0,0,5.225746674,0,7.020190708,6.670766321,1.945910149,12.05
238,0,0,186,0,1119,789,28,5.472270674,0,0,5.225746674,0,7.020190708,6.670766321,3.33220451,17.54
296,0,0,186,0,1090,769,7,5.690359454,0,0,5.225746674,0,6.993932975,6.64509097,1.945910149,18.91
296,0,0,186,0,1090,769,28,5.690359454,0,0,5.225746674,0,6.993932975,6.64509097,3.33220451,25.18
297,0,0,186,0,1040,734,7,5.693732139,0,0,5.225746674,0,6.946975992,6.598509029,1.945910149,30.96
480,0,0,192,0,936,721,28,6.173786104,0,0,5.257495372,0,6.841615476,6.580639137,3.33220451,43.89
480,0,0,192,0,936,721,90,6.173786104,0,0,5.257495372,0,6.841615476,6.580639137,4.49980967,54.28
397,0,0,186,0,1040,734,28,5.983936281,0,0,5.225746674,0,6.946975992,6.598509029,3.33220451,36.94
281,0,0,186,0,1104,774,7,5.638354669,0,0,5.225746674,0,7.006695227,6.651571874,1.945910149,14.5
281,0,0,185,0,1104,774,28,5.638354669,0,0,5.220355825,0,7.006695227,6.651571874,3.33220451,22.44
500,0,0,200,0,1125,613,1,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,0,12.64
500,0,0,200,0,1125,613,3,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,1.098612289,26.06
500,0,0,200,0,1125,613,7,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,1.945910149,33.21
500,0,0,200,0,1125,613,14,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,2.63905733,36.94
500,0,0,200,0,1125,613,28,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,3.33220451,44.09
540,0,0,173,0,1125,613,7,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,1.945910149,52.61
540,0,0,173,0,1125,613,14,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,2.63905733,59.76
540,0,0,173,0,1125,613,28,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,3.33220451,67.31
540,0,0,173,0,1125,613,90,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,4.49980967,69.66
540,0,0,173,0,1125,613,180,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,5.192956851,71.62
540,0,0,173,0,1125,613,270,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,5.598421959,74.17
350,0,0,203,0,974,775,7,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,1.945910149,18.13
350,0,0,203,0,974,775,14,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,2.63905733,22.53
350,0,0,203,0,974,775,28,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,3.33220451,27.34
350,0,0,203,0,974,775,56,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,4.025351691,29.98
350,0,0,203,0,974,775,90,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,4.49980967,31.35
350,0,0,203,0,974,775,180,5.857933154,0,0,5.313205979,0,6.881411304,6.652863029,5.192956851,32.72
385,0,0,186,0,966,763,1,5.953243334,0,0,5.225746674,0,6.873163834,6.637258031,0,6.27
385,0,0,186,0,966,763,3,5.953243334,0,0,5.225746674,0,6.873163834,6.637258031,1.098612289,14.7
385,0,0,186,0,966,763,7,5.953243334,0,0,5.225746674,0,6.873163834,6.637258031,1.945910149,23.22
385,0,0,186,0,966,763,14,5.953243334,0,0,5.225746674,0,6.873163834,6.637258031,2.63905733,27.92
385,0,0,186,0,966,763,28,5.953243334,0,0,5.225746674,0,6.873163834,6.637258031,3.33220451,31.35
331,0,0,192,0,978,825,180,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,5.192956851,39
331,0,0,192,0,978,825,360,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,5.886104031,41.24
349,0,0,192,0,1047,806,3,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,1.098612289,14.99
331,0,0,192,0,978,825,3,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,1.098612289,13.52
382,0,0,186,0,1047,739,7,5.945420609,0,0,5.225746674,0,6.953684211,6.605297921,1.945910149,24
382,0,0,186,0,1047,739,28,5.945420609,0,0,5.225746674,0,6.953684211,6.605297921,3.33220451,37.42
382,0,0,186,0,1111,784,7,5.945420609,0,0,5.225746674,0,7.01301579,6.66440902,1.945910149,11.47
281,0,0,186,0,1104,774,28,5.638354669,0,0,5.225746674,0,7.006695227,6.651571874,3.33220451,22.44
339,0,0,185,0,1069,754,7,5.826000107,0,0,5.220355825,0,6.974478911,6.625392368,1.945910149,21.16
339,0,0,185,0,1069,754,28,5.826000107,0,0,5.220355825,0,6.974478911,6.625392368,3.33220451,31.84
295,0,0,185,0,1069,769,7,5.686975356,0,0,5.220355825,0,6.974478911,6.64509097,1.945910149,14.8
295,0,0,185,0,1069,769,28,5.686975356,0,0,5.220355825,0,6.974478911,6.64509097,3.33220451,25.18
238,0,0,185,0,1118,789,28,5.472270674,0,0,5.220355825,0,7.019296654,6.670766321,3.33220451,17.54
296,0,0,192,0,1085,765,7,5.690359454,0,0,5.257495372,0,6.989335266,6.639875834,1.945910149,14.2
296,0,0,192,0,1085,765,28,5.690359454,0,0,5.257495372,0,6.989335266,6.639875834,3.33220451,21.65
296,0,0,192,0,1085,765,90,5.690359454,0,0,5.257495372,0,6.989335266,6.639875834,4.49980967,29.39
331,0,0,192,0,879,825,3,5.802118375,0,0,5.257495372,0,6.778784898,6.715383386,1.098612289,13.52
331,0,0,192,0,978,825,7,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,1.945910149,16.26
331,0,0,192,0,978,825,28,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,3.33220451,31.45
331,0,0,192,0,978,825,90,5.802118375,0,0,5.257495372,0,6.88550967,6.715383386,4.49980967,37.23
349,0,0,192,0,1047,806,7,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,1.945910149,18.13
349,0,0,192,0,1047,806,28,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,3.33220451,32.72
349,0,0,192,0,1047,806,90,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,4.49980967,39.49
349,0,0,192,0,1047,806,180,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,5.192956851,41.05
349,0,0,192,0,1047,806,360,5.855071922,0,0,5.257495372,0,6.953684211,6.692083743,5.886104031,42.13
302,0,0,203,0,974,817,14,5.710427017,0,0,5.313205979,0,6.881411304,6.705639095,2.63905733,18.13
302,0,0,203,0,974,817,180,5.710427017,0,0,5.313205979,0,6.881411304,6.705639095,5.192956851,26.74
525,0,0,189,0,1125,613,180,6.263398263,0,0,5.241747015,0,7.025538315,6.418364936,5.192956851,61.92
500,0,0,200,0,1125,613,90,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,4.49980967,47.22
500,0,0,200,0,1125,613,180,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,5.192956851,51.04
500,0,0,200,0,1125,613,270,6.214608098,0,0,5.298317367,0,7.025538315,6.418364936,5.598421959,55.16
540,0,0,173,0,1125,613,3,6.29156914,0,0,5.153291594,0,7.025538315,6.418364936,1.098612289,41.64
