cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,ln_cement,ln_blast_furnace_slag,ln_fly_ash,ln_water,ln_superplasticizer,ln_coarse_aggregate,ln_fine_aggregate ,ln_age,sqrt_cement,sqrt_blast_furnace_slag,sqrt_fly_ash,sqrt_water,sqrt_superplasticizer,sqrt_coarse_aggregate,sqrt_fine_aggregate ,sqrt_age,log2_cement,log2_blast_furnace_slag,log2_fly_ash,log2_water,log2_superplasticizer,log2_coarse_aggregate,log2_fine_aggregate ,log2_age,log10_ln_cement,log10_ln_blast_furnace_slag,log10_ln_fly_ash,log10_ln_water,log10_ln_superplasticizer,log10_ln_coarse_aggregate,log10_ln_fine_aggregate ,log10_ln_age,sqrt2_log2_cement,sqrt2_log2_blast_furnace_slag,sqrt2_log2_fly_ash,sqrt2_log2_water,sqrt2_log2_superplasticizer,sqrt2_log2_coarse_aggregate,sqrt2_log2_fine_aggregate ,sqrt2_log2_age,cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate ,age,concrete_compressive_strength
156,178,187,221,7,854,614,28,5.049856007,5.18178355,5.231108617,5.398162702,1.945910149,6.749931194,6.419994928,3.33220451,12.489996,13.34166406,13.67479433,14.86606875,2.645751311,29.22327839,24.77902339,5.291502622,7.285402219,7.475733431,7.54689446,7.787902559,2.807354922,9.73809226,9.262094845,4.807354922,2.193124598,2.250420002,2.271841607,2.344392274,0.84509804,2.931457871,2.788168371,1.447158031,3.534118843,3.652624271,3.697944609,3.855654127,1.626576562,5.405855935,4.977853291,2.300326634,156,178,187,221,7,854,614,28,29.41
236.9,91.7,71.5,246.9,6,852.9,695.4,28,5.467638111,4.518522379,4.26969745,5.508983396,1.791759469,6.748642307,6.54448722,3.33220451,15.39155613,9.576011696,8.455767263,15.7130519,2.449489743,29.20445172,26.37043799,5.291502622,7.888134388,6.518849829,6.159871337,7.947783026,2.584962501,9.73623279,9.441699257,4.807354922,2.374565061,1.962369336,1.854306042,2.39252109,0.77815125,2.930898114,2.842234686,1.447158031,3.923207377,3.09451316,2.907880201,3.96396921,1.56508458,5.404114332,5.135215477,2.300326634,236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
313.3,0,113,178.5,8,1001.9,688.7,28,5.747161198,0,4.727387819,5.184588601,2.079441542,6.909653476,6.534805763,3.33220451,17.70028248,0,10.63014581,13.36038922,2.828427125,31.65280398,26.24309433,5.291502622,8.291400959,0,6.820178962,7.479780264,3,9.968522804,9.427731867,4.807354922,2.495960395,0,2.053078443,2.25163822,0.903089987,3.000824377,2.838030083,1.447158031,4.207170365,0,3.260390439,3.655186618,1.681792831,5.626082472,5.122801414,2.300326634,313.3,0,113,178.5,8,1001.9,688.7,28,36.8
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,5.042133961,5.21166956,0,5.264243386,2.208274414,6.954066182,6.546354902,3.33220451,12.44186481,13.54252561,0,13.90323703,3.016620626,32.36355975,26.3950753,5.291502622,7.274261661,7.518849829,0,7.594697827,3.185866545,10.03259679,9.444393753,4.807354922,2.189770956,2.263399331,0,2.286231854,0.959041392,3.02011257,2.843045811,1.447158031,3.527302767,3.680017067,0,3.728704471,1.736842142,5.688897939,5.137613775,2.300326634,154.8,183.4,0,193.3,9.1,1047.4,696.7,28,18.29
145.9,230.5,0,202.5,3.4,827,871.8,28,4.982921456,5.440250862,0,5.310739887,1.223775432,6.717804695,6.77056004,3.33220451,12.07890724,15.18222645,0,14.23024947,1.843908891,28.75760769,29.5262595,5.291502622,7.188836073,7.84862294,0,7.661778098,1.765534746,9.691743519,9.767853393,4.807354922,2.164055292,2.36267093,0,2.306425028,0.531478917,2.91750551,2.940416865,1.447158031,3.475472232,3.896437662,0,3.772300289,1.357906069,5.362612021,5.433807091,2.300326634,145.9,230.5,0,202.5,3.4,827,871.8,28,32.72
296,0,106.7,221.4,10.5,819.2,778.4,28,5.690359454,0,4.670021158,5.39997102,2.351375257,6.708328254,6.657240531,3.33220451,17.20465053,0,10.32956921,14.87951612,3.240370349,28.62167011,27.89982079,5.291502622,8.209453366,0,6.737416366,7.790511412,3.392317423,9.678071905,9.6043679,4.807354922,2.471291711,0,2.028164419,2.345177617,1.021189299,2.913389944,2.891202827,1.447158031,4.147848904,0,3.213964718,3.857397584,1.800102872,5.34992244,5.282028094,2.300326634,296,0,106.7,221.4,10.5,819.2,778.4,28,31.42
133.1,210.2,0,195.7,3.1,949.4,795.3,28,4.891100725,5.348059458,0,5.276582874,1.131402111,6.855830206,6.678719402,3.33220451,11.53689733,14.49827576,0,13.98928161,1.760681686,30.81233519,28.20106381,5.291502622,7.056366761,7.715618859,0,7.612499946,1.632268215,9.89087224,9.635355361,4.807354922,2.124178055,2.322632712,0,2.291590826,0.491361694,2.977449227,2.900530982,1.447158031,3.396600849,3.807660142,0,3.740224808,1.326906811,5.550885983,5.310467381,2.300326634,133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.94
313.3,145,0,178.5,8,867.2,824,28,5.747161198,4.976733742,0,5.184588601,2.079441542,6.765269631,6.71417053,3.33220451,17.70028248,12.04159458,0,13.36038922,2.828427125,29.44825971,28.70540019,5.291502622,8.291400959,7.17990909,0,7.479780264,3,9.760220946,9.686500527,4.807354922,2.495960395,2.161368002,0,2.25163822,0.903089987,2.938119269,2.915927212,1.447158031,4.207170365,3.470100082,0,3.655186618,1.681792831,5.426625076,5.357742079,2.300326634,313.3,145,0,178.5,8,867.2,824,28,40.93
151.6,0,111.9,184.4,7.9,992,815.9,28,5.021245473,0,4.717605615,5.217107311,2.066862759,6.899723107,6.704291798,3.33220451,12.31259518,0,10.57827963,13.57939616,2.810693865,31.4960315,28.56396331,5.291502622,7.244125943,0,6.806066226,7.526694846,2.981852653,9.95419631,9.67224853,4.807354922,2.180699201,0,2.048830087,2.265760917,0.897627091,2.996511672,2.911636933,1.447158031,3.508930774,0,3.25242673,3.685023223,1.676512411,5.612132527,5.344526481,2.300326634,151.6,0,111.9,184.4,7.9,992,815.9,28,12.18
153.1,145,113,178.5,8,1001.9,688.7,28,5.031091303,4.976733742,4.727387819,5.184588601,2.079441542,6.909653476,6.534805763,3.33220451,12.37335848,12.04159458,10.63014581,13.36038922,2.828427125,31.65280398,26.24309433,5.291502622,7.258330473,7.17990909,6.820178962,7.479780264,3,9.968522804,9.427731867,4.807354922,2.184975191,2.161368002,2.053078443,2.25163822,0.903089987,3.000824377,2.838030083,1.447158031,3.517578496,3.470100082,3.260390439,3.655186618,1.681792831,5.626082472,5.122801414,2.300326634,153.1,145,113,178.5,8,1001.9,688.7,28,25.56
139.9,132.6,103.3,200.3,7.4,916,753.4,28,4.940927882,4.887337078,4.637637376,5.299816243,2.00148,6.820016365,6.624596295,3.33220451,11.82793304,11.51520734,10.16366076,14.15273825,2.720294102,30.2654919,27.44813291,5.291502622,7.128252152,7.050936965,6.690696444,7.646018611,2.887525271,9.839203788,9.557272223,4.807354922,2.145817714,2.122543524,2.014100322,2.301680949,0.86923172,2.961895474,2.877025616,1.447158031,3.439176215,3.39340645,3.188049679,3.762012527,1.649331411,5.501408174,5.239096573,2.300326634,139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.44
149.5,236,0,175.8,12.6,846.8,892.7,28,5.007296393,5.463831805,0,5.169346985,2.533696814,6.741464539,6.794250578,3.33220451,12.22701926,15.3622915,0,13.25895924,3.54964787,29.09982818,29.87808561,5.291502622,7.224001674,7.882643049,0,7.45779126,3.655351829,9.725877459,9.802031616,4.807354922,2.174641193,2.372912003,0,2.245018871,1.100370545,2.927780849,2.950705535,1.447158031,3.496715496,3.919475921,0,3.641285382,1.88405092,5.394425658,5.466085035,2.300326634,149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
299.8,0,119.8,211.5,9.9,878.2,727.6,28,5.703115586,0,4.785823686,5.354224998,2.292534757,6.777874358,6.589751447,3.33220451,17.31473361,0,10.94531863,14.54303957,3.146426545,29.63443942,26.97406161,5.291502622,8.227856573,0,6.904484098,7.724513853,3.307428525,9.778405724,9.507001733,4.807354922,2.476831629,0,2.078456818,2.325310372,0.995635195,2.943593433,2.86189269,1.447158031,4.161097645,0,3.308370994,3.813533738,1.773816942,5.443752329,5.193655901,2.300326634,299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.84
153.1,145,113,178.5,8,867.2,824,28,5.031091303,4.976733742,4.727387819,5.184588601,2.079441542,6.765269631,6.71417053,3.33220451,12.37335848,12.04159458,10.63014581,13.36038922,2.828427125,29.44825971,28.70540019,5.291502622,7.258330473,7.17990909,6.820178962,7.479780264,3,9.760220946,9.686500527,4.807354922,2.184975191,2.161368002,2.053078443,2.25163822,0.903089987,2.938119269,2.915927212,1.447158031,3.517578496,3.470100082,3.260390439,3.655186618,1.681792831,5.426625076,5.357742079,2.300326634,153.1,145,113,178.5,8,867.2,824,28,26.23
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,4.997887721,0,4.917056947,5.063227744,2.778819272,6.909553661,6.721546175,3.33220451,12.16963434,0,11.68760027,12.57378225,4.01248053,31.6512243,28.81145605,5.291502622,7.21042783,0,7.093813673,7.304693557,4.008988783,9.968378801,9.697141334,4.807354922,2.170555059,0,2.135450699,2.19893187,1.206825876,3.000781027,2.919130414,1.447158031,3.4885003,0,3.418713247,3.545952939,2.003117702,5.625942082,5.367630395,2.300326634,148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.96
326.5,0,137.9,199,10.8,801.1,792.5,28,5.788429949,0,4.926528785,5.293304825,2.379546134,6.685985783,6.675192506,3.33220451,18.069311,0,11.74308307,14.10673598,3.286335345,28.30371,28.15137652,5.291502622,8.350939182,0,7.107478647,7.636624621,3.432959407,9.645838533,9.630267125,4.807354922,2.513883186,0,2.139564266,2.298853076,1.033423755,2.903686732,2.898999271,1.447158031,4.250801219,0,3.426818214,3.7558935,1.812825238,5.320123119,5.305787078,2.300326634,326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
152.7,144.7,0,178.1,8,999.7,822.2,28,5.028475212,4.974662634,0,5.18234519,2.079441542,6.907455234,6.711983674,3.33220451,12.35718415,12.02913131,0,13.3454112,2.828427125,31.61803283,28.67403006,5.291502622,7.254556252,7.176921112,0,7.476543706,3,9.965351411,9.683345562,4.807354922,2.183839037,2.160468531,0,2.250663919,0.903089987,2.999869692,2.914977472,1.447158031,3.515278672,3.468303808,0,3.653137172,1.681792831,5.622991448,5.354813728,2.300326634,152.7,144.7,0,178.1,8,999.7,822.2,28,19.01
261.9,110.5,86.1,195.4,5,895.2,732.6,28,5.567962752,4.705015521,4.455509411,5.27504874,1.609437912,6.797047157,6.59659985,3.33220451,16.18332475,10.51189802,9.279008568,13.978555,2.236067977,29.91989305,27.06658456,5.291502622,8.032872249,6.787902559,6.427941333,7.610286657,2.321928095,9.806066226,9.516881891,4.807354922,2.418135498,2.043362278,1.935003151,2.290924559,0.698970004,2.951920074,2.864866914,1.447158031,4.022850327,3.242205734,3.046146511,3.73879058,1.495348781,5.469907956,5.20255558,2.300326634,261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72
158.4,0,194.9,219.7,11,897.7,712.9,28,5.065123479,0,5.272486607,5.392262979,2.397895273,6.799835937,6.569341158,3.33220451,12.58570618,0,13.96065901,14.82228053,3.31662479,29.96164214,26.70018727,5.291502622,7.307428525,0,7.60659028,7.77939106,3.459431619,9.810089585,9.477555911,4.807354922,2.199755177,0,2.289811839,2.341830057,1.041392685,2.953131225,2.853028615,1.447158031,3.547633884,0,3.736396527,3.849971497,1.821160287,5.473722878,5.167222394,2.300326634,158.4,0,194.9,219.7,11,897.7,712.9,28,8.54
150.7,0,185.3,166.7,15.6,1074.5,678,28,5.015291106,0,5.221976133,5.11619579,2.747270914,6.979610716,6.519147288,3.33220451,12.27599283,0,13.61249426,12.91123542,3.949683532,32.77956681,26.03843313,5.291502622,7.235535607,0,7.533719071,7.381110294,3.963474124,10.06944977,9.405141463,4.807354922,2.178113252,0,2.267875419,2.2219356,1.193124598,3.03120642,2.831229694,1.447158031,3.503711294,0,3.689511385,3.593220758,1.987381074,5.725344252,5.102786801,2.300326634,150.7,0,185.3,166.7,15.6,1074.5,678,28,13.46
272.6,0,89.6,198.7,10.6,931.3,762.2,28,5.608005519,0,4.49535532,5.29179615,2.360854001,6.83658146,6.636208988,3.33220451,16.51060265,0,9.465727653,14.09609875,3.255764119,30.51720826,27.60796986,5.291502622,8.090641752,0,6.485426827,7.634448062,3.40599236,9.863102168,9.574025798,4.807354922,2.435525851,0,1.95230801,2.298197867,1.025305865,2.969089603,2.882068944,1.447158031,4.063324089,0,3.076642269,3.754477161,1.804373609,5.524238252,5.254328679,2.300326634,272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25
149,117.6,91.7,182.9,7.1,953.4,780.3,28,5.003946306,4.767289035,4.518522379,5.208939555,1.960094784,6.860034543,6.659678461,3.33220451,12.20655562,10.84435337,9.576011696,13.52405265,2.664582519,30.87717604,27.93385043,5.291502622,7.21916852,6.87774425,6.518849829,7.514911265,2.827819025,9.896937815,9.60788509,4.807354922,2.173186268,2.070407322,1.962369336,2.262213705,0.851258349,2.979275148,2.892261607,1.447158031,3.493788147,3.293076581,3.09451316,3.677506308,1.6323549,5.556723498,5.285248379,2.300326634,149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
143,169.4,142.7,190.7,8.4,967.4,643.5,28,4.96284463,5.132262782,4.960744524,5.250701513,2.128231706,6.87461206,6.466922027,3.33220451,11.95826074,13.01537552,11.94571053,13.80941708,2.898275349,31.10305451,25.36730179,5.291502622,7.159871337,7.404290064,7.156841525,7.575161033,3.070389328,9.917968728,9.329796338,4.807354922,2.155336037,2.228913406,2.154423973,2.280350693,0.924279286,2.985606083,2.808548551,1.447158031,3.458071824,3.607682847,3.456256722,3.716102404,1.702432186,5.577011253,5.03659625,2.300326634,143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,5.560296942,4.611152258,4.361823927,5.139321635,2.341805806,6.841294912,6.637126961,3.33220451,16.12141433,10.02995513,8.854377448,13.06139349,3.224903099,30.58921379,27.62064445,5.291502622,8.021812824,6.652486495,6.292781749,7.414473836,3.378511623,9.869902243,9.575350153,4.807354922,2.41480628,2.002597981,1.894316063,2.231979027,1.017033339,2.971136629,2.882467615,1.447158031,4.015148108,3.167010441,2.975630597,3.614054993,1.79580152,5.530751647,5.25553465,2.300326634,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77
312.9,160.5,0,177.6,9.6,916.6,759.5,28,5.745883651,5.078293943,0,5.179533831,2.261763098,6.820671172,6.632660322,3.33220451,17.68897962,12.66885946,0,13.326665,3.098386677,30.27540256,27.55902756,5.291502622,8.289557848,7.326429487,0,7.472487771,3.263034406,9.840148475,9.568906155,4.807354922,2.495405563,2.205475037,0,2.249442961,0.982271233,2.962179853,2.880527778,1.447158031,4.205826865,3.559334131,0,3.650570503,1.760223474,5.502308839,5.249669281,2.300326634,312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45
284,119.7,0,168.3,7.2,970.4,794.2,28,5.648974238,4.784988613,0,5.125748101,1.974081026,6.877708358,6.677335319,3.33220451,16.85229955,10.94074952,0,12.97304899,2.683281573,31.15124396,28.18155425,5.291502622,8.14974712,6.903279342,0,7.394891366,2.847996907,9.92243574,9.633358551,4.807354922,2.45331834,2.07809415,0,2.226084116,0.857332496,2.986950788,2.899929883,1.447158031,4.10515524,3.307680383,0,3.601811903,1.638072518,5.581329945,5.308630167,2.300326634,284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
336.5,0,0,181.9,3.4,985.8,816.8,28,5.818598149,0,0,5.203457086,1.223775432,6.893453494,6.705394267,3.33220451,18.34393633,0,0,13.48703081,1.843908891,31.39745213,28.57971308,5.291502622,8.394462695,0,0,7.507001733,1.765534746,9.945151171,9.673839056,4.807354922,2.526985069,0,0,2.259832699,0.531478917,2.993788814,2.912115729,1.447158031,4.282982177,0,0,3.672469307,1.357906069,5.603342942,5.345999727,2.300326634,336.5,0,0,181.9,3.4,985.8,816.8,28,44.87
144.8,0,133.6,180.8,11.1,979.5,811.5,28,4.97535348,0,4.894850261,5.197391448,2.406945108,6.887042237,6.698884387,3.33220451,12.03328717,0,11.55854662,13.44618905,3.33166625,31.29696471,28.48683907,5.291502622,7.177917792,0,7.061776198,7.498250868,3.472487771,9.935901682,9.664447285,4.807354922,2.160768562,0,2.125806458,2.257198426,1.045322979,2.99100444,2.909288524,1.447158031,3.468902876,0,3.399786261,3.66690456,1.825285252,5.594369018,5.337306349,2.300326634,144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2
150,236.8,0,173.8,11.9,1069.3,674.8,28,5.010635294,5.467215903,0,5.157905213,2.4765384,6.974759508,6.514416351,3.33220451,12.24744871,15.38830725,0,13.1833228,3.449637662,32.7001529,25.97691283,5.291502622,7.22881869,7.887525271,0,7.441284272,3.572889668,10.06245095,9.398316163,4.807354922,2.176091259,2.374381698,0,2.240049772,1.075546961,3.029099567,2.829175074,1.447158031,3.499635512,3.922793297,0,3.630884575,1.857320021,5.718404752,5.096755127,2.300326634,150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,4.967727793,5.136974216,4.887337078,5.255409866,2.140066163,6.702083209,6.691214879,3.33220451,11.98749348,13.04607221,11.51520734,13.84196518,2.915475947,28.53243768,28.37780823,5.291502622,7.166916252,7.411087227,7.050936965,7.581953751,3.087462841,9.669062209,9.653382523,4.807354922,2.157456768,2.230959556,2.122543524,2.282395505,0.929418926,2.910677755,2.905957699,1.447158031,3.462295984,3.61193469,3.39340645,3.72047916,1.707476485,5.341576329,5.327082525,2.300326634,143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
330.5,169.6,0,194.9,8.1,811,802.3,28,5.800606659,5.133442723,0,5.272486607,2.091864062,6.698268054,6.687482603,3.33220451,18.17965896,13.02305648,0,13.96065901,2.846049894,28.47806173,28.32490071,5.291502622,8.368506462,7.40599236,0,7.60659028,3.017921908,9.663558104,9.647997987,4.807354922,2.519171464,2.229425848,0,2.289811839,0.908485019,2.909020854,2.904336792,1.447158031,4.263761129,3.608747217,0,3.736396527,1.687023976,5.336484023,5.322114308,2.300326634,330.5,169.6,0,194.9,8.1,811,802.3,28,56.62
154.8,0,142.8,193.3,9.1,1047.4,696.7,28,5.042133961,0,4.96144505,5.264243386,2.208274414,6.954066182,6.546354902,3.33220451,12.44186481,0,11.9498954,13.90323703,3.016620626,32.36355975,26.3950753,5.291502622,7.274261661,0,7.157852169,7.594697827,3.185866545,10.03259679,9.444393753,4.807354922,2.189770956,0,2.154728207,2.286231854,0.959041392,3.02011257,2.843045811,1.447158031,3.527302767,0,3.456862074,3.728704471,1.736842142,5.688897939,5.137613775,2.300326634,154.8,0,142.8,193.3,9.1,1047.4,696.7,28,12.46
154.8,183.4,0,193.3,9.1,877.2,867.7,28,5.042133961,5.21166956,0,5.264243386,2.208274414,6.776735017,6.765846033,3.33220451,12.44186481,13.54252561,0,13.90323703,3.016620626,29.61756236,29.45674795,5.291502622,7.274261661,7.518849829,0,7.594697827,3.185866545,9.776762002,9.761052519,4.807354922,2.189770956,2.263399331,0,2.286231854,0.959041392,2.943098623,2.938369597,1.447158031,3.527302767,3.680017067,0,3.728704471,1.736842142,5.442201977,5.427407111,2.300326634,154.8,183.4,0,193.3,9.1,877.2,867.7,28,23.79
134.7,0,165.7,180.2,10,961,804.9,28,4.903050083,0,5.110178924,5.194067345,2.302585093,6.867974409,6.690718046,3.33220451,11.60603291,0,12.8724512,13.42385936,3.16227766,31,28.3707596,5.291502622,7.073606041,0,7.372429792,7.493455201,3.321928095,9.908392621,9.652665745,4.807354922,2.129367596,0,2.219322508,2.255754787,1,2.982723388,2.905741927,1.447158031,3.40676282,0,3.58781984,3.663858534,1.77827941,5.567764363,5.326420899,2.300326634,134.7,0,165.7,180.2,10,961,804.9,28,13.29
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,5.584247906,4.721173862,4.471638793,5.181221595,2.341805806,6.813114875,6.612712852,3.33220451,16.31563667,10.59716943,9.354143467,13.33791588,3.224903099,30.1612334,27.2855273,5.291502622,8.056366761,6.811214118,6.451211112,7.4749227,3.378511623,9.829247043,9.540128039,4.807354922,2.425208051,2.050379756,1.942008053,2.250175948,1.017033339,2.958898195,2.871864702,1.447158031,4.039261897,3.255329389,3.058454425,3.652111154,1.79580152,5.49192438,5.223555044,2.300326634,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
314,145.3,113.2,178.9,8,869.1,690.2,28,5.749392986,4.978800571,4.729156166,5.186826991,2.079441542,6.767458193,6.536981411,3.33220451,17.72004515,12.05404496,10.63954886,13.37535046,2.828427125,29.48050203,26.27165773,5.291502622,8.294620749,7.182890893,6.822730148,7.483009577,3,9.763378375,9.430870664,4.807354922,2.496929648,2.162265614,2.053846427,2.252610341,0.903089987,2.93906975,2.838974955,1.447158031,4.209518398,3.47189357,3.261832133,3.657232624,1.681792831,5.429595015,5.125588525,2.300326634,314,145.3,113.2,178.9,8,869.1,690.2,28,46.23
312.7,144.7,0,127.3,8,999.7,822.2,28,5.745244264,4.974662634,0,4.846546506,2.079441542,6.907455234,6.711983674,3.33220451,17.68332548,12.02913131,0,11.28273017,2.828427125,31.61803283,28.67403006,5.291502622,8.288635409,7.176921112,0,6.992088609,3,9.965351411,9.683345562,4.807354922,2.495127881,2.160468531,0,2.104828404,0.903089987,2.999869692,2.914977472,1.447158031,4.205154632,3.468303808,0,3.358977548,1.681792831,5.622991448,5.354813728,2.300326634,312.7,144.7,0,127.3,8,999.7,822.2,28,44.52
145.7,172.6,0,181.9,3.4,985.8,816.8,28,4.981549713,5.150976779,0,5.203457086,1.223775432,6.893453494,6.705394267,3.33220451,12.0706255,13.13773192,0,13.48703081,1.843908891,31.39745213,28.57971308,5.291502622,7.186857067,7.431288654,0,7.507001733,1.765534746,9.945151171,9.673839056,4.807354922,2.163459552,2.237040791,0,2.259832699,0.531478917,2.993788814,2.912115729,1.447158031,3.474280573,3.624600933,0,3.672469307,1.357906069,5.603342942,5.345999727,2.300326634,145.7,172.6,0,181.9,3.4,985.8,816.8,28,23.74
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,4.968423445,4.914858339,4.665324109,5.18234519,2.014903021,6.847474348,6.651959395,3.33220451,11.99166377,11.6747591,10.30533842,13.3454112,2.738612788,30.68387199,27.8262466,5.291502622,7.167919866,7.090641752,6.730639956,7.476543706,2.906890596,9.878817285,9.596748832,4.807354922,2.157758886,2.134495856,2.026124517,2.250663919,0.875061263,2.973820324,2.888909259,1.447158031,3.462898175,3.416834661,3.210192895,3.653137172,1.65487546,5.539302482,5.275058919,2.300326634,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
148.1,0,182.1,181.4,15,838.9,884.3,28,4.997887721,0,5.204555987,5.200704538,2.708050201,6.73209151,6.784796372,3.33220451,12.16963434,0,13.4944433,13.46848173,3.872983346,28.96377047,29.73718211,5.291502622,7.21042783,0,7.508587112,7.503030646,3.906890596,9.712355036,9.788392079,4.807354922,2.170555059,0,2.260309946,2.258637283,1.176091259,2.923710194,2.946599625,1.447158031,3.4885003,0,3.673478365,3.669943014,1.967989671,5.381799929,5.453180917,2.300326634,148.1,0,182.1,181.4,15,838.9,884.3,28,15.53
277,116.8,91,190.6,7,946.5,665.6,28,5.624017506,4.76046307,4.510859507,5.250176991,1.945910149,6.852770971,6.50068889,3.33220451,16.64331698,10.80740487,9.539392014,13.80579588,2.645751311,30.76524013,25.79922479,5.291502622,8.113742166,6.867896464,6.50779464,7.574404309,2.807354922,9.886458696,9.378511623,4.807354922,2.442479769,2.067442843,1.959041392,2.280122896,0.84509804,2.976120618,2.823213313,1.447158031,4.079622161,3.287461767,3.088590619,3.715615142,1.626576562,5.546642239,5.07929373,2.300326634,277,116.8,91,190.6,7,946.5,665.6,28,43.58
298.1,0,107.5,163.6,12.8,953.2,784,28,5.697429001,0,4.677490848,5.097424424,2.549445171,6.859824745,6.66440902,3.33220451,17.26557268,0,10.36822068,12.79062156,3.577708764,30.87393723,28,5.291502622,8.219652565,0,6.74819285,7.354028938,3.678071905,9.896635141,9.614709844,4.807354922,2.474361976,0,2.031408464,2.213783299,1.10720997,2.979184034,2.894316063,1.447158031,4.155186239,0,3.219972155,3.576397848,1.891483218,5.556432059,5.291502622,2.300326634,298.1,0,107.5,163.6,12.8,953.2,784,28,35.87
313.3,145,0,178.5,8,1001.9,688.7,28,5.747161198,4.976733742,0,5.184588601,2.079441542,6.909653476,6.534805763,3.33220451,17.70028248,12.04159458,0,13.36038922,2.828427125,31.65280398,26.24309433,5.291502622,8.291400959,7.17990909,0,7.479780264,3,9.968522804,9.427731867,4.807354922,2.495960395,2.161368002,0,2.25163822,0.903089987,3.000824377,2.838030083,1.447158031,4.207170365,3.470100082,0,3.655186618,1.681792831,5.626082472,5.122801414,2.300326634,313.3,145,0,178.5,8,1001.9,688.7,28,41.05
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,5.044714608,5.214392132,4.964242255,5.266826699,2.219203484,6.779467259,6.548935179,3.33220451,12.4579292,13.56097342,11.96662024,13.92120684,3.033150178,29.65805118,26.42915057,5.291502622,7.277984747,7.52277767,7.161887682,7.598424761,3.201633861,9.780703794,9.448116305,4.807354922,2.190891717,2.264581729,2.155943018,2.287353773,0.963787827,2.944285221,2.84416641,1.447158031,3.529579182,3.682522697,3.459280307,3.731113352,1.741594148,5.4459206,5.14092896,2.300326634,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
289,133.7,0,194.9,5.5,924.1,760.1,28,5.666426688,4.895598484,0,5.272486607,1.704748092,6.828820291,6.633450004,3.33220451,17,11.56287162,0,13.96065901,2.34520788,30.39901314,27.56991114,5.291502622,8.174925683,7.062855655,0,7.60659028,2.459431619,9.851905169,9.570045424,4.807354922,2.460897843,2.126131407,0,2.289811839,0.740362689,2.96571897,2.880870733,1.447158031,4.123105626,3.40042227,0,3.736396527,1.531407157,5.513530007,5.250705775,2.300326634,289,133.7,0,194.9,5.5,924.1,760.1,28,46.25
147.8,175.1,0,171.2,2.2,1000,828.5,28,4.995860009,5.165357239,0,5.142832464,0.78845736,6.907755279,6.719616837,3.33220451,12.15730233,13.23253566,0,13.08434179,1.483239697,31.6227766,28.78367593,5.291502622,7.207502459,7.452035274,0,7.419538892,1.137503524,9.965784285,9.694357887,4.807354922,2.169674434,2.243286146,0,2.23350376,0.342422681,3,2.918292513,1.447158031,3.486732329,3.637655242,0,3.617228468,1.217883286,5.623413252,5.365042025,2.300326634,147.8,175.1,0,171.2,2.2,1000,828.5,28,26.92
145.4,0,178.9,201.7,7.8,824,868.7,28,4.979488565,0,5.186826991,5.306781445,2.054123734,6.71417053,6.766997841,3.33220451,12.05819224,0,13.37535046,14.20211252,2.792848009,28.70540019,29.47371711,5.291502622,7.183883459,0,7.483009577,7.656067274,2.963474124,9.686500527,9.762714227,4.807354922,2.162564407,0,2.252610341,2.304705898,0.892094603,2.915927212,2.938869822,1.447158031,3.472490783,0,3.657232624,3.768569028,1.671181621,5.357742079,5.42897017,2.300326634,145.4,0,178.9,201.7,7.8,824,868.7,28,10.54
