fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,quality
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,2.174751721,-0.798507696,-0.84397007,0.336472237,-2.577021939,2.48490665,3.044522438,-0.00450011,1.166270937,-0.287682072,2.32238772,6
8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,2.140066163,-1.139434283,-0.867500568,0.832909123,-2.590267165,2.48490665,2.944438979,-0.005676078,1.1442228,-0.342490309,2.468099531,7
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,2.197224577,-0.242071561,-1.427116356,0.530628251,-2.551046452,2.302585093,3.044522438,-0.003084753,1.190887565,-0.400477567,2.302585093,5
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,2.197224577,-0.242071561,-1.427116356,0.530628251,-2.551046452,2.302585093,3.044522438,-0.003084753,1.190887565,-0.400477567,2.302585093,5
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,2.140066163,-0.820980552,-0.693147181,0.641853886,-0.996958635,2.708050201,3.63758616,-0.003666714,1.101940079,0.09531018,2.240709689,5
9.9,0.54,0.26,2,0.111,7,60,0.99709,2.94,0.98,10.2,2.292534757,-0.616186139,-1.347073648,0.693147181,-2.198225078,1.945910149,4.094344562,-0.002914242,1.078409581,-0.020202707,2.32238772,5
8.2,0.33,0.39,2.5,0.074,29,48,0.99528,3.32,0.88,12.4,2.104134154,-1.108662625,-0.94160854,0.916290732,-2.603690186,3.36729583,3.871201011,-0.004731174,1.199964783,-0.127833372,2.517696473,7
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,1.871802177,-1.078809661,-1.30933332,1.029619417,-2.70306266,2.079441542,3.784189634,-0.006179051,1.166270937,-0.579818495,2.48490665,6
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,2.028148247,-0.693147181,-1.237874356,0.832909123,-2.453407983,1.609437912,2.63905733,-0.004992442,1.199964783,-0.478035801,2.442347035,6
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,2.219203484,-1.021651248,-1.078809661,0.470003629,-2.780620894,1.609437912,2.48490665,-0.003335557,1.16315081,-0.400477567,2.351375257,6
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,1.960094784,-0.527632742,-6.907755279,0.78845736,-2.551046452,3.258096538,3.784189634,-0.004791461,1.229640551,-0.385662481,2.379546134,6
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,2.272125886,-0.867500568,-0.776528789,0.741937345,-2.603690186,1.609437912,2.772588722,-0.003516175,1.184789985,-0.301105093,2.509599262,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,2.028148247,-1.021651248,-1.171182982,0.530628251,-2.538307427,3.258096538,4.17438727,-0.00284404,1.241268589,-0.478035801,2.251291799,6
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,2.028148247,-1.021651248,-1.171182982,0.530628251,-2.538307427,3.258096538,4.17438727,-0.00284404,1.241268589,-0.478035801,2.251291799,6
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,1.871802177,-0.494296322,-6.907755279,0.78845736,-2.353878387,3.871201011,4.077537444,-0.004600566,1.283707772,-0.356674944,2.442347035,6
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,1.871802177,-0.127833372,-3.506557897,1.722766598,-2.538307427,3.135494216,3.850147602,-0.004289185,1.2753628,-0.693147181,2.415913778,4
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,1.960094784,-0.415515444,-6.907755279,0.875468737,-2.95651156,1.791759469,2.397895273,-0.006843362,1.208960346,-0.415515444,2.541601993,7
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,1.722766598,-0.088831214,-6.907755279,0.741937345,-3.194183212,2.833213344,4.356708827,-0.00656148,1.302912752,-0.314710745,2.433613355,5
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,2.104134154,-1.049822124,-1.108662625,0.875468737,-2.577021939,2.397895273,3.850147602,-0.004018062,1.184789985,-0.210721031,2.397895273,6
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,2.104134154,-1.049822124,-1.108662625,0.875468737,-2.577021939,2.397895273,3.850147602,-0.004018062,1.184789985,-0.210721031,2.397895273,6
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,2.282382386,-0.94160854,-0.84397007,0.500775288,-2.688247574,1.609437912,2.397895273,-0.005233672,1.160020917,-0.776528789,2.433613355,5
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,2.32238772,-0.916290732,-0.916290732,0.916290732,-2.688247574,3.713572067,3.988984047,-0.002463031,1.217875709,-0.15082289,2.351375257,6
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,1.916922612,-0.415515444,-2.659260037,0.470003629,-2.659260037,2.772588722,4.110873864,-0.004289185,1.190887565,-0.510825624,2.2300144,5
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1.902107526,-0.446287103,-1.46967597,0.741937345,-2.525728644,2.397895273,4.779123493,-0.004630705,1.211940974,-0.356674944,2.388762789,5
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1.945910149,-0.84397007,-1.203972804,0.693147181,-2.465104022,1.791759469,3.663561646,-0.00656148,1.202972304,-0.776528789,2.4765384,6
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,1.887069649,-0.223143551,-3.506557897,2.054123734,-2.538307427,1.791759469,2.48490665,-0.003706862,1.25846099,-0.693147181,2.501435952,5
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,1.945910149,-0.84397007,-1.203972804,0.693147181,-2.465104022,1.791759469,3.663561646,-0.00656148,1.202972304,-0.776528789,2.4765384,6
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,1.902107526,-0.446287103,-1.46967597,0.741937345,-2.525728644,2.397895273,4.779123493,-0.004630705,1.211940974,-0.356674944,2.388762789,5
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,2.174751721,-0.046043939,-2.995732274,0.587786665,-2.590267165,1.609437912,2.944438979,-0.003847392,1.193922468,-0.820980552,2.261763098,4
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,2.208274414,-0.916290732,-0.562118918,1.526056303,-2.525728644,1.791759469,2.995732274,-0.003486069,1.187843422,-0.562118918,2.525728644,6
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1.871802177,-0.122167634,-6.907755279,0.832909123,-1.795767491,1.791759469,2.48490665,-0.00450011,1.269760545,-0.673344553,2.379546134,5
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,1.974081026,-1.386294361,-0.994252273,0.916290732,-2.764620553,2.397895273,3.713572067,-0.005625795,1.25846099,-0.223143551,2.517696473,7
6.4,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,1.85629799,-0.122167634,-6.907755279,0.832909123,-1.795767491,1.791759469,2.48490665,-0.00450011,1.269760545,-0.673344553,2.379546134,5
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,1.945910149,-0.294371061,-2.120263536,0.587786665,-2.171556831,2.708050201,4.158883083,-0.004128511,1.16938136,-0.527632742,2.251291799,6
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,1.824549292,-0.84397007,-1.514127733,0.587786665,-2.551046452,3.044522438,4.025351691,-0.003676751,1.25846099,-0.510825624,2.251291799,6
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,2.066862759,-0.544727175,-1.46967597,0.832909123,-2.577021939,3.135494216,4.543294782,-0.00314494,1.166270937,-0.544727175,2.251291799,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,2.041220329,-0.562118918,-1.560647748,0.405465108,-2.673648774,1.386294361,2.197224577,-0.005434741,1.150572028,-0.616186139,2.282382386,6
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,2.041220329,-1.347073648,-1.347073648,0.693147181,-2.95651156,2.944438979,4.343805422,-0.004912044,1.147402453,-0.235722334,2.388762789,6
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,2.066862759,-0.544727175,-1.46967597,0.832909123,-2.577021939,3.135494216,4.543294782,-0.00314494,1.166270937,-0.544727175,2.251291799,6
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,2.041220329,-0.562118918,-1.560647748,0.405465108,-2.673648774,1.386294361,2.197224577,-0.005434741,1.150572028,-0.616186139,2.282382386,6
7.9,0.34,0.36,1.9,0.065,5,10,0.99419,3.27,0.54,11.2,2.066862759,-1.078809661,-1.021651248,0.641853886,-2.733368009,1.609437912,2.302585093,-0.005826944,1.184789985,-0.616186139,2.415913778,7
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,2.151762203,-0.867500568,-0.94160854,0.587786665,-2.688247574,1.791759469,2.48490665,-0.004851751,1.208960346,-0.371063681,2.459588842,8
9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,2.292534757,-0.301105093,-1.660731207,1.757857918,-2.198225078,3.496507561,4.33073334,-0.001220745,1.1442228,-0.597837001,2.240709689,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1.974081026,-1.021651248,-0.776528789,0.741937345,-2.603690186,3.17805383,3.784189634,-0.004670892,1.223775432,-0.162518929,2.397895273,7
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1.974081026,-1.021651248,-0.776528789,0.741937345,-2.603690186,3.17805383,3.784189634,-0.004670892,1.223775432,-0.162518929,2.397895273,7
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1.974081026,-1.021651248,-0.776528789,0.741937345,-2.603690186,3.17805383,3.784189634,-0.004670892,1.223775432,-0.162518929,2.397895273,7
9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,2.292534757,-0.328504067,-0.597837001,0.530628251,-1.995100393,3.17805383,3.951243719,-0.00248308,1.208960346,-0.061875404,2.302585093,5
7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,1.974081026,-1.021651248,-0.776528789,0.741937345,-2.603690186,3.17805383,3.784189634,-0.004670892,1.223775432,-0.162518929,2.397895273,7
6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,1.824549292,-0.94160854,-0.84397007,0.693147181,-2.645075402,2.63905733,3.17805383,-0.005736422,1.238374231,-0.139262067,2.415913778,7
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1.916922612,-0.430782916,-3.912023005,0.741937345,-2.551046452,2.079441542,2.708050201,-0.005032643,1.208960346,-0.478035801,2.341805806,6
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,1.887069649,-0.820980552,-1.897119985,0.741937345,-2.577021939,3.091042453,3.970291914,-0.004309272,1.199964783,-0.478035801,2.2300144,5
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,1.916922612,-0.430782916,-3.912023005,0.741937345,-2.551046452,2.079441542,2.708050201,-0.005032643,1.208960346,-0.478035801,2.341805806,6
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,2.261763098,-0.967584026,-0.867500568,0.641853886,-2.645075402,1.609437912,2.564949357,-0.003415827,1.147402453,-0.287682072,2.351375257,6
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,2.32238772,-1.108662625,-0.776528789,0.641853886,-2.513306124,1.791759469,2.197224577,-0.003726936,1.131402111,-0.733969175,2.341805806,6
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,2.174751721,-1.30933332,-0.776528789,0.741937345,-2.353878387,2.995732274,3.36729583,-0.005133152,1.181727195,-0.579818495,2.424802726,6
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,2.066862759,-0.562118918,-1.171182982,0.693147181,-2.538307427,2.302585093,4.369447852,-0.003235228,1.190887565,-0.371063681,2.251291799,6
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,2.104134154,-1.078809661,-0.994252273,0.641853886,-2.864704011,3.761200116,4.304065093,-0.005937593,1.172482137,-0.210721031,2.48490665,6
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,2.104134154,-0.916290732,-1.171182982,0.641853886,-2.501036032,2.079441542,3.17805383,-0.004008021,1.17557333,-0.371063681,2.360854001,6
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,2.197224577,-0.94160854,-0.916290732,0.262364264,-3.123565645,3.218875825,3.912023005,-0.005233672,1.16315081,-0.186329578,2.388762789,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,2.388762789,-1.139434283,-0.653926467,0.587786665,-2.024953356,2.833213344,3.784189634,-0.002663544,1.187843422,-0.261364764,2.442347035,6
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,2.388762789,-1.139434283,-0.653926467,0.587786665,-2.024953356,2.833213344,3.784189634,-0.002663544,1.187843422,-0.261364764,2.442347035,6
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,2.091864062,-0.634878272,-1.514127733,0.78845736,-2.551046452,3.496507561,4.48863637,-0.003225195,1.181727195,-0.776528789,2.261763098,6
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,2.351375257,-1.021651248,-0.755022584,0.78845736,-2.603690186,2.197224577,3.135494216,-0.003626568,1.172482137,-0.274436846,2.48490665,6
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,2.533696814,-0.94160854,-0.713349888,0.916290732,-2.525728644,2.079441542,2.995732274,-0.00080032,1.121677562,-0.198450939,2.332143895,6
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,2.219203484,-0.776528789,-1.46967597,0.955511445,-2.396895772,2.890371758,4.343805422,-0.000780304,1.147402453,-0.673344553,2.240709689,5
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,2.014903021,-0.544727175,-3.506557897,1.410986974,-2.525728644,3.295836866,3.828641396,-0.004088346,1.105256831,-0.755022584,2.219203484,5
9,0.58,0.25,2,0.104,8,21,0.99769,3.27,0.72,9.6,2.197224577,-0.544727175,-1.386294361,0.693147181,-2.26336438,2.079441542,3.044522438,-0.002312672,1.184789985,-0.328504067,2.261763098,5
5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,1.62924054,-0.867500568,-6.907755279,0.587786665,-3.123565645,2.890371758,4.477336814,-0.008465733,1.302912752,-0.314710745,2.610069793,7
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,2.028148247,-0.84397007,-1.237874356,0.741937345,-2.590267165,2.944438979,4.189654742,-0.002823984,1.223775432,-0.446287103,2.251291799,5
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,2.041220329,-1.714798428,-1.078809661,0.993251773,-2.718100537,2.708050201,4.060443011,-0.005314095,1.214912744,-0.248461359,2.468099531,6
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,2.054123734,-0.204567166,-4.605170186,0.955511445,-2.603690186,3.871201011,4.49980967,-0.0037972,1.217875709,-0.478035801,2.379546134,5
7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,2.028148247,-0.84397007,-1.237874356,0.741937345,-2.590267165,2.944438979,4.189654742,-0.002823984,1.223775432,-0.446287103,2.251291799,5
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,2.32238772,-1.46967597,-0.994252273,0.78845736,-2.864704011,2.63905733,3.583518938,-0.003867469,1.172482137,-0.713349888,2.2300144,4
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1.960094784,-0.287682072,-4.605170186,0.78845736,-2.830217835,2.397895273,2.890371758,-0.007608874,1.220829921,-0.916290732,2.549445171,6
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,1.791759469,-1.108662625,-1.139434283,2.557227311,-2.918771232,1.791759469,4.727387819,-0.004289185,1.193922468,-0.579818495,2.442347035,4
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,2.054123734,-0.597837001,-6.907755279,0.530628251,-2.659260037,1.945910149,2.833213344,-0.003415827,1.181727195,-0.446287103,2.240709689,6
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,1.960094784,-0.287682072,-4.605170186,0.78845736,-2.830217835,2.397895273,2.890371758,-0.007608874,1.220829921,-0.916290732,2.549445171,6
8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,2.091864062,-0.314710745,-6.907755279,0.916290732,-2.513306124,2.48490665,3.17805383,-0.002022043,1.217875709,-0.776528789,2.261763098,4
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,1.871802177,-0.400477567,-6.907755279,1.458615023,-2.864704011,2.397895273,2.995732274,-0.005133152,1.238374231,-0.579818495,2.468099531,4
7.5,0.61,0.2,1.7,0.076,36,60,0.99494,3.1,0.4,9.3,2.014903021,-0.494296322,-1.609437912,0.530628251,-2.577021939,3.583518938,4.094344562,-0.005072845,1.131402111,-0.916290732,2.2300144,5
9.8,0.37,0.39,2.5,0.079,28,65,0.99729,3.16,0.59,9.8,2.282382386,-0.994252273,-0.94160854,0.916290732,-2.538307427,3.33220451,4.17438727,-0.002713679,1.150572028,-0.527632742,2.282382386,5
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,2.197224577,-0.916290732,-0.891598119,0.693147181,-2.847312268,2.708050201,3.688879454,-0.005877237,1.16938136,-0.510825624,2.501435952,6
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,2.116255515,-0.579818495,-1.514127733,0.875468737,-2.501036032,2.302585093,4.454347296,-0.001701447,1.214912744,-0.478035801,2.251291799,5
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,1.774952351,-1.237874356,-1.386294361,2.595254707,-2.70306266,4.276666119,5.075173815,-0.002793899,1.202972304,-0.616186139,2.332143895,6
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,2.00148,-0.597837001,-1.660731207,0.587786665,-2.501036032,2.708050201,3.526360525,-0.003455965,1.249901736,-0.385662481,2.351375257,5
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,2.00148,-0.301105093,-2.659260037,0.530628251,-2.453407983,2.708050201,3.871201011,-0.004992442,1.137833002,-0.733969175,2.302585093,5
7.4,0.55,0.19,1.8,0.082,15,34,0.99655,3.49,0.68,10.5,2.00148,-0.597837001,-1.660731207,0.587786665,-2.501036032,2.708050201,3.526360525,-0.003455965,1.249901736,-0.385662481,2.351375257,5
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,1.931521412,-0.891598119,-1.108662625,0.78845736,-2.513306124,3.091042453,3.583518938,-0.005113049,1.226712291,-0.287682072,2.406945108,6
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1.960094784,-0.510825624,-4.605170186,0.832909123,-2.538307427,3.17805383,3.610917913,-0.004871848,1.223775432,-0.494296322,2.388762789,6
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,1.960094784,-0.510825624,-4.605170186,0.832909123,-2.538307427,3.17805383,3.610917913,-0.004871848,1.223775432,-0.494296322,2.388762789,6
7.5,0.58,0.14,2.2,0.077,27,60,0.9963,3.28,0.59,9.8,2.014903021,-0.544727175,-1.966112856,0.78845736,-2.563949857,3.295836866,4.094344562,-0.003706862,1.187843422,-0.527632742,2.282382386,5
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,1.960094784,-0.328504067,-6.907755279,0.587786665,-2.095570924,1.791759469,2.63905733,-0.003736974,1.238374231,-0.544727175,2.282382386,5
7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,2.066862759,-0.415515444,-6.907755279,0.336472237,-2.343407088,1.791759469,2.564949357,-0.004319315,1.232560261,-0.544727175,2.251291799,5
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,2.054123734,-0.356674944,-2.813410717,0.641853886,-2.538307427,2.995732274,3.555348061,-0.003726936,1.223775432,-0.371063681,2.388762789,5
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,1.808288771,-0.446287103,-3.912023005,0.875468737,-2.673648774,3.258096538,3.828641396,-0.006440697,1.244154594,-0.798507696,2.397895273,5
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,2.014903021,-0.527632742,-1.514127733,0.587786665,-2.501036032,3.761200116,4.094344562,-0.005022592,1.131402111,-0.867500568,2.219203484,5
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,1.945910149,-0.544727175,-1.272965676,1.568615918,-2.465104022,2.48490665,4.234106505,-0.003676751,1.199964783,-0.356674944,2.397895273,6
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1.916922612,-0.446287103,-6.907755279,0.993251773,-2.095570924,2.708050201,3.496507561,-0.004630705,1.235471471,-0.46203546,2.424802726,6
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,1.916922612,-0.446287103,-6.907755279,0.993251773,-2.095570924,2.708050201,3.496507561,-0.004630705,1.235471471,-0.46203546,2.424802726,6
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,2.151762203,-0.45413028,-0.385662481,0.587786665,-0.908818717,2.944438979,4.025351691,-0.003686788,1.105256831,0.139761942,2.2300144,5
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,1.840549633,0.019802627,-6.907755279,0.693147181,-2.488914671,2.833213344,3.17805383,-0.005645908,1.278152203,-0.597837001,2.415913778,4
9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,2.282382386,-0.798507696,-0.967584026,0.916290732,-2.513306124,3.526360525,4.189654742,-0.002743761,1.147402453,-0.544727175,2.282382386,5
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,2.104134154,-0.248461359,-6.907755279,0.78845736,-2.419118909,2.564949357,3.258096538,-0.002202424,1.214912744,-0.776528789,2.261763098,4
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,2.140066163,-0.994252273,-1.139434283,0.587786665,-2.718100537,3.258096538,3.931825633,-0.005454851,1.217875709,-0.328504067,2.468099531,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1.974081026,-0.562118918,-2.995732274,0.832909123,-2.513306124,2.772588722,3.583518938,-0.004369533,1.217875709,-0.510825624,2.332143895,6
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,1.974081026,-0.562118918,-2.995732274,0.832909123,-2.513306124,2.772588722,3.583518938,-0.004369533,1.217875709,-0.510825624,2.332143895,6
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,2.341805806,-0.84397007,-0.693147181,0.832909123,-2.688247574,2.564949357,2.944438979,-0.004008021,1.131402111,-0.139262067,2.433613355,6
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,1.931521412,-0.891598119,-1.171182982,0.693147181,-2.538307427,3.044522438,3.931825633,-0.003325523,1.244154594,-0.597837001,2.251291799,6
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,1.704748092,-0.713349888,-3.506557897,0.587786665,-3.123565645,3.33220451,4.465908119,-0.009242581,1.252762968,-0.198450939,2.63905733,8
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,1.609437912,-0.967584026,-4.605170186,0.470003629,-3.036554268,3.258096538,4.094344562,-0.009202211,1.30833282,-0.287682072,2.63905733,6
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,1.987874348,-0.820980552,-1.609437912,0.470003629,-3.015934981,3.17805383,4.158883083,-0.006521217,1.217875709,-0.562118918,2.459588842,6
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,1.774952351,-0.776528789,-6.907755279,0.641853886,-2.563949857,3.218875825,3.784189634,-0.006168989,1.252762968,-0.634878272,2.415913778,5
7.5,0.58,0.2,2,0.073,34,44,0.99494,3.1,0.43,9.3,2.014903021,-0.544727175,-1.609437912,0.693147181,-2.617295838,3.526360525,3.784189634,-0.005072845,1.131402111,-0.84397007,2.2300144,5
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,2.054123734,-0.544727175,-2.040220829,0.741937345,-2.282782466,2.833213344,3.583518938,-0.005615739,1.17557333,-0.634878272,2.415913778,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,2.079441542,-0.335472736,-1.514127733,0.832909123,-2.590267165,2.564949357,4.394449155,-0.003124877,1.17557333,-0.616186139,2.251291799,6
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,2.140066163,-0.916290732,-0.916290732,1.840549633,-2.995732274,1.098612289,2.302585093,-0.004349445,1.187843422,-0.579818495,2.48490665,4
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,1.945910149,-0.371063681,-6.907755279,0.641853886,-2.171556831,1.098612289,2.302585093,-0.003646641,1.208960346,-0.510825624,2.272125886,6
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,2.079441542,-0.335472736,-1.514127733,0.832909123,-2.590267165,2.564949357,4.394449155,-0.003124877,1.17557333,-0.616186139,2.251291799,6
9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,2.282382386,-1.203972804,-0.94160854,0.530628251,-2.780620894,1.098612289,2.197224577,-0.005213567,1.1442228,-0.562118918,2.442347035,7
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1.960094784,-0.776528789,-1.609437912,0.641853886,-2.563949857,3.33220451,3.988984047,-0.004409708,1.214912744,-0.446287103,2.341805806,6
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,1.960094784,-0.776528789,-1.609437912,0.641853886,-2.563949857,3.33220451,3.988984047,-0.004409708,1.214912744,-0.446287103,2.341805806,6
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,2.066862759,-0.267879445,-6.907755279,0.693147181,-2.47693848,2.197224577,3.091042453,-0.003817277,1.202972304,-0.385662481,2.388762789,6
